text,word_count,language,category,age,education_level,formality,context,mental_state,text_length,length_category
"La nuit, quand j'peux pas dormir, j'regarde les photos d'avant. C'était qui cette femme souriante? J'la reconnais plus. C'est comme si quelqu'un avait volé mon âme et m'avait laissé juste l'enveloppe.",31,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"Y'a des moments où j'me demande si ça vaut encore la peine de continuer. J'ai vécu une longue vie, mais maintenant tout est gris. Même les p'tits bonheurs d'avant me touchent plus. J'suis comme engourdie.",35,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"J'ai honte de dire ça, mais des fois j'envie ceux qui sont déjà partis. Au moins, ils souffrent plus. Moi, j'reste là, à faire semblant que tout va bien pour pas inquiéter mes enfants.",34,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"C'est comme si j'étais enfermée dans une cage en verre. Je vois la vie qui continue dehors, mais j'peux plus y participer. J'me sens tellement seule, même quand y'a du monde autour.",32,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"Avant, j'étais forte. Maintenant? J'arrive même plus à sortir faire les courses sans paniquer. C'est comme si mon cerveau était en panne. J'me reconnais plus dans le miroir.",28,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"Les médecins disent que c'est la dépression, mais c'est plus que ça. C'est comme si quelqu'un avait éteint la lumière dans ma tête et j'trouve plus l'interrupteur pour la rallumer.",30,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"J'ai plus envie de rien. Même pas de voir mes petits-enfants. Ça me fait peur, cette absence totale d'émotions. C'est comme si j'étais déjà morte à l'intérieur.",27,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"Des fois, j'me réveille et j'me demande pourquoi j'suis encore là. La vie m'a vidée de toute mon énergie. J'ai l'impression d'être un fantôme qui erre dans sa propre maison.",30,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
J'ai arrêté de répondre au téléphone. À quoi bon? J'ai plus rien à dire. Les mots sortent plus. C'est comme si ma voix était prisonnière de cette tristesse qui m'étouffe.,30,French,Emotional Resilience,elderly (60+),high school,very informal with slang,social media post,Unhealthy,between 36 and 60 words,16-35 words
"Je me sens comme une coquille vide qui marche dans les couloirs de l'université. Les autres étudiants semblent si vivants, si réels, alors que je joue simplement un rôle. Chaque sourire est un masque, chaque mot une performance soigneusement répétée.",40,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Cette douleur est comme une ancre qui me tire vers les profondeurs. J'essaie de nager vers la surface, mais le poids est écrasant. Mes études, autrefois source de passion, ne sont plus qu'un brouillard distant.",35,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Les jours se fondent les uns dans les autres comme une aquarelle délavée. Je regarde mes livres, mes notes, mais les mots dansent devant mes yeux sans sens. Cette torpeur m'envahit comme une marée noire.",35,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Comment expliquer à mon professeur que chaque présentation est une bataille contre moi-même? Que chaque respiration est un combat? Je porte ce sourire professionnel, mais à l'intérieur, je hurle en silence.",31,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"La nuit, quand le campus est silencieux, mes pensées deviennent des tornades. Je fixe le plafond, prisonnière de mon propre esprit. Les échéances s'accumulent comme des nuages d'orage à l'horizon.",30,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"J'ai l'impression d'être une imposture dans ma propre vie. Mes diplômes, mes réussites, tout semble appartenir à quelqu'un d'autre. Cette sensation de vide grandit comme un trou noir.",28,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Les médicaments alignés sur ma table de nuit me narguent. Ils promettent le sommeil, l'oubli, peut-être la paix. Mais est-ce vraiment la solution? Cette question me hante comme un fantôme persistant.",31,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Dans l'amphithéâtre, je suis entourée mais terriblement seule. Cette solitude est comme du plomb dans mes veines. Même les conversations les plus banales demandent un effort surhumain.",27,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
Je me regarde dans le miroir des toilettes de l'université et je ne reconnais plus la personne qui me fixe. Où est passée cette femme ambitieuse? Cette métamorphose me terrifie.,30,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
Les deadlines académiques s'accumulent comme des vautours. Chaque notification sur mon téléphone déclenche une vague de panique. Je me sens comme une naufragée dans un océan d'obligations.,27,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Le campus est devenu un labyrinthe de souvenirs douloureux. Chaque coin me rappelle des moments où j'étais plus forte, plus entière. Cette nostalgie me ronge comme un acide.",28,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Je garde mon téléphone près de moi, le numéro de la ligne d'aide en favori. Parfois, je le fixe pendant des heures, hésitant entre appeler et disparaître. Cette ambivalence me consume.",31,French,Emotional Resilience,middle-aged (46-60),university student,formal,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Parfois, je me réveille et je ne ressens rien. C'est comme si mon cœur était gelé. Les gens me parlent, mais leurs mots ne m'atteignent pas. Je fais semblant de sourire, mais à l'intérieur, je suis vide. Je me demande si je retrouverai un jour mes émotions.",47,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Je me sens comme une coquille vide qui marche dans les rues. Les autres vivent leur vie, mais moi, je suis coincée derrière un mur invisible. J'essaie de crier, mais aucun son ne sort. C'est épuisant de faire semblant d'être normale.",41,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Chaque matin est une bataille. Je lutte pour sortir du lit, pour faire les gestes simples du quotidien. Tout demande tellement d'effort. Je voudrais juste dormir et ne plus me réveiller, mais je continue, même si je ne sais pas pourquoi.",41,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Les médecins parlent de dépression, mais c'est plus que ça. C'est comme si quelqu'un avait volé les couleurs de ma vie. Je regarde les photos d'avant et je ne reconnais plus la personne qui souriait. Où est-elle partie?",38,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Je me sens si seule dans cette foule. Comme si j'étais enfermée dans une bulle de verre. Les gens rient, parlent, vivent, mais je ne peux pas les rejoindre. Je suis là, mais pas vraiment là. C'est si difficile à expliquer.",41,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"La nuit est le plus dur. Quand tout est silencieux, mes pensées deviennent trop bruyantes. Je pense à tout ce que j'ai perdu, à ce que je ne serai jamais. Le temps passe, mais la douleur reste la même.",39,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Je ne me reconnais plus dans le miroir. Cette personne aux yeux vides, est-ce vraiment moi? J'ai l'impression d'être un fantôme dans ma propre vie. Les jours passent, tous pareils, sans goût ni couleur.",34,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Avant, j'aimais tant de choses. Maintenant, tout me semble fade. La musique, la nourriture, les conversations... rien ne me touche plus. C'est comme si j'étais anesthésiée de l'intérieur. Je voudrais juste ressentir quelque chose.",34,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,16-35 words
"Les gens disent que ça va passer, qu'il faut être patient. Mais ils ne comprennent pas que chaque jour est une montagne à gravir. Je suis si fatiguée de lutter, si fatiguée de faire semblant que tout va bien.",39,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
"Je me sens comme une actrice dans ma propre vie. Je souris, je parle, je fais les gestes qu'il faut, mais tout sonne faux. À l'intérieur, je suis perdue dans un brouillard épais qui ne se lève jamais.",38,French,Emotional Resilience,adult (30-45),primary education,neutral,therapy session,Unhealthy,between 36 and 60 words,36-60 words
